name,city,region_code,country_code,phone,website,services,slug,claim_hash,claim_url,additional_cities,additional_regions
"Socorro, Nm","",NM,US,719-641-9158,,"",socorro-nm,daf474c0b142d5f9,https://haulcommand.com/claim/invite/daf474c0b142d5f9,"",""
"Pocatello. Id/Farmington, Nm","",NM,US,208-479-7290,,"",pocatello-idfarmington-nm,c77650db6a9b6816,https://haulcommand.com/claim/invite/c77650db6a9b6816,"",""
"Jamestown, Ny","Coast-To-Coast Pilot Cars",NY,US,330-610-2492,,"",jamestown-ny,509b10e34dec5e01,https://haulcommand.com/claim/invite/509b10e34dec5e01,"",""
"Buffalo, Ny","",NY,US,716-222-2658,,"",buffalo-ny,4b36cd18d2f4eec4,https://haulcommand.com/claim/invite/4b36cd18d2f4eec4,"","OH;VA"
"Ny Metro Area","",NY,US,631-669-3742,,"",ny-metro-area,d579393ed0538d48,https://haulcommand.com/claim/invite/d579393ed0538d48,"",""
"Savannah, Ga","",NC,US,912-401-9545,,"",savannah-ga,3b1249ce4de84488,https://haulcommand.com/claim/invite/3b1249ce4de84488,"","PA;SC"
"Johnson City, Tn","",NC,US,407-310-1035,,"",johnson-city-tn,40a351d01d4141ed,https://haulcommand.com/claim/invite/40a351d01d4141ed,"","SC;VA"
"Fort Mill, Sc","",NC,US,704-492-3643,,"",fort-mill-sc,15bb1a9e66081511,https://haulcommand.com/claim/invite/15bb1a9e66081511,"","SC"
"Greenville/ Columbia, Sc","",NC,US,916-955-8647,,"",greenville-columbia-sc,dcca2cdf654716a5,https://haulcommand.com/claim/invite/dcca2cdf654716a5,"","SC"
"Charlotte, Nc","",NC,US,704-202-3127,,"",charlotte-nc,8b100544a8e6e33f,https://haulcommand.com/claim/invite/8b100544a8e6e33f,"","SC;VA"
"Milwaukee, Wi | Aumor Inc..","",ND,US,262-666-2266,,"",milwaukee-wi-aumor-inc,299582db07905ced,https://haulcommand.com/claim/invite/299582db07905ced,"","OH;SD;TN"
"Blaine, Mn","",ND,US,612-978-9393,,"",blaine-mn,5826863dd217a192,https://haulcommand.com/claim/invite/5826863dd217a192,"","WI"
"Milwaukee, Wi","",ND,US,262-666-2266,,"",milwaukee-wi,33fd37c66cf01995,https://haulcommand.com/claim/invite/33fd37c66cf01995,"","OH;SD"
"Youngstown, Oh","",OH,US,330-770-2779,,"",youngstown-oh,fedaaae226057218,https://haulcommand.com/claim/invite/fedaaae226057218,"",""
"Charleston, Wv","",OH,US,304-549-8743,,"",charleston-wv,dad487af79fd01bb,https://haulcommand.com/claim/invite/dad487af79fd01bb,"","VA;WV"
"Oklahoma City, Ok","",OK,US,918-856-6160,,"",oklahoma-city-ok,e6e388bf80d548d2,https://haulcommand.com/claim/invite/e6e388bf80d548d2,"",""
"Del City, Ok","Akn Trucking & Pilot Car Svcs. LLC.",OK,US,405-882-7001,,"",del-city-ok,1f606d31c7de9190,https://haulcommand.com/claim/invite/1f606d31c7de9190,"",""
"Idabel, Ok","",OK,US,318-469-3748,,"",idabel-ok,24a3c7f107e5d363,https://haulcommand.com/claim/invite/24a3c7f107e5d363,"",""
"Oklahoma City, Ok","Midwest Pilot Cars",OK,US,605-670-9654,,"",oklahoma-city-ok,6b740b4cae8c098a,https://haulcommand.com/claim/invite/6b740b4cae8c098a,"",""
"Oklahoma City, Ok","Anstorm Sabre PCS, LLC",OK,US,402-270-2125,,"",oklahoma-city-ok,81fc532e8da2b3b5,https://haulcommand.com/claim/invite/81fc532e8da2b3b5,"","TX"
"Ba’S Pilot Car Service","",OK,US,903-744-3166,,"",bas-pilot-car-service,4c4315061bb34e2a,https://haulcommand.com/claim/invite/4c4315061bb34e2a,"","TX"
"Jim’S Pilot Car Service","Sallisaw",OK,US,918-682-9636,http://www.jimpilotcar.com/,"",jims-pilot-car-service,66057f2559813164,https://haulcommand.com/claim/invite/66057f2559813164,"",""
"Ashland, Or","A - Plus Pilot Car",OR,US,541-281-3474,,"",ashland-or,7f676643e9555346,https://haulcommand.com/claim/invite/7f676643e9555346,"",""
"Salem, Oregon","Choice Pilot Cars",OR,US,503-303-8552,,"",salem-oregon,70da6922661139e1,https://haulcommand.com/claim/invite/70da6922661139e1,"",""
"Beaverton/Portland/Salem, Or","",OR,US,503-775-6250,,"",beavertonportlandsalem-or,93d407dda71c1e29,https://haulcommand.com/claim/invite/93d407dda71c1e29,"",""
"Meridian, Id/Ontario, Or","",OR,US,208-608-2705,,"",meridian-idontario-or,b441857699a9d39a,https://haulcommand.com/claim/invite/b441857699a9d39a,"",""
"Portland, Or","",OR,US,503-857-2556,,"",portland-or,07fb2f381742147d,https://haulcommand.com/claim/invite/07fb2f381742147d,"",""
"Jefferson, Or","",OR,US,503-269-6705,,"",jefferson-or,e77885d0482698b4,https://haulcommand.com/claim/invite/e77885d0482698b4,"",""
"Easton, Pa","Cevo Phoenix PCS",PA,US,610-217-2593,,"",easton-pa,796c5688c547fa27,https://haulcommand.com/claim/invite/796c5688c547fa27,"",""
"Erie, Pa","",PA,US,716-222-2658,,"",erie-pa,03ccce1cdc82c424,https://haulcommand.com/claim/invite/03ccce1cdc82c424,"",""
"Gillett, Pa","Farrell’S PCS Ny Cert. / Witpac",PA,US,570-494-6387,,"",gillett-pa,34ba7eccbf03467a,https://haulcommand.com/claim/invite/34ba7eccbf03467a,"",""
"Elon, Nc","Rocky’S Pilot Cars",SC,US,336-512-8098,,"",elon-nc,003d36e65d362c09,https://haulcommand.com/claim/invite/003d36e65d362c09,"",""
"Sioux Falls, Sd","",SD,US,605-670-9654,,"",sioux-falls-sd,c5ea78387761e26e,https://haulcommand.com/claim/invite/c5ea78387761e26e,"",""
"Yankton, Sd","County Line Pilot Car, LLC",SD,US,402-984-0976,,"",yankton-sd,ea0e2485e8a3763d,https://haulcommand.com/claim/invite/ea0e2485e8a3763d,"",""
"Houston/Killeen/Gainesville, Tx","",TX,US,405-476-8006,,"",houstonkilleengainesville-tx,620926ef21f155ce,https://haulcommand.com/claim/invite/620926ef21f155ce,"",""
"Waskom/Longview/Carthage, Tx","Shumaker Pilot Car",TX,US,903-235-5822,,"",waskomlongviewcarthage-tx,d9a06a794ffe00fc,https://haulcommand.com/claim/invite/d9a06a794ffe00fc,"",""
"Midland/Lubbock/Pecos/Odessa, Tx","",TX,US,432-250-5865,,"",midlandlubbockpecosodessa-tx,0d58bf028a089f87,https://haulcommand.com/claim/invite/0d58bf028a089f87,"",""
"San Antonio/Austin, Tx","",TX,US,210-861-4221,,"",san-antonioaustin-tx,702ca68348051ee5,https://haulcommand.com/claim/invite/702ca68348051ee5,"",""
"Waskom, Tx","",TX,US,318-469-3748,,"",waskom-tx,718487e25d9513df,https://haulcommand.com/claim/invite/718487e25d9513df,"",""
"Cards","All Credit",TX,US,318-432-4270,http://www.louisianafrog.com/,"",cards,fe1bf177fb41525d,https://haulcommand.com/claim/invite/fe1bf177fb41525d,"",""
"Js Pilot Car","San Antonio/Austn",TX,US,210-861-4221,,"",js-pilot-car,5c136eb9c59e0a06,https://haulcommand.com/claim/invite/5c136eb9c59e0a06,"",""
"Hunter&#39;S PilOt Car LLC","T  
  E  
  X  
  A  
  S  
     
     
 
 
  Odessa",TX,US,432-924-2289,http://hunterspilotcar.com/,"",hunter39s-pilot-car-llc,b3a560a93652ea66,https://haulcommand.com/claim/invite/b3a560a93652ea66,"",""
"Cedar City, Ut","",UT,US,435-383-7385,,"",cedar-city-ut,feffd1cebdd22761,https://haulcommand.com/claim/invite/feffd1cebdd22761,"",""
"Phoenix/Casa Grande, Az","",UT,US,480-239-7887,,"",phoenixcasa-grande-az,b487328ada4f93ce,https://haulcommand.com/claim/invite/b487328ada4f93ce,"",""
"Salt Lake City, Ut","",UT,US,385-392-6193,,"",salt-lake-city-ut,838230cb69284e65,https://haulcommand.com/claim/invite/838230cb69284e65,"",""
"Pocatello, Id","",UT,US,530-205-5966,,"",pocatello-id,ac3b8d2496e43823,https://haulcommand.com/claim/invite/ac3b8d2496e43823,"",""
"Slc, Ut/Phoenix,Az","",UT,US,626-278-7545,,"",slc-utphoenixaz,c2549cf1f31c4ea8,https://haulcommand.com/claim/invite/c2549cf1f31c4ea8,"",""
"Brattleboro, Vt","",VT,US,217-860-2201,,"",brattleboro-vt,84ba77086111221c,https://haulcommand.com/claim/invite/84ba77086111221c,"",""
"Washington, Dc/Ft. Mill, Sc","",VA,US,704-492-3643,,"",washington-dcft-mill-sc,9745696e35423650,https://haulcommand.com/claim/invite/9745696e35423650,"",""
"Vancouver, Wa","",WA,US,503-857-2556,,"",vancouver-wa,ff274769d8fe1b59,https://haulcommand.com/claim/invite/ff274769d8fe1b59,"",""
"Tacoma, Wa","Choice Pilot Cars",WA,US,206-414-7405,,"",tacoma-wa,df62a80d02330de8,https://haulcommand.com/claim/invite/df62a80d02330de8,"",""
"Spokane Area, Wa","",WA,US,503-857-2556,,"",spokane-area-wa,ed1194b6a70aecb3,https://haulcommand.com/claim/invite/ed1194b6a70aecb3,"",""
"Vancouver, Wa","",WA,US,503-775-6250,,"",vancouver-wa,ad99a41dcde5d9eb,https://haulcommand.com/claim/invite/ad99a41dcde5d9eb,"",""
"Wenatchee, Wa","",WA,US,509-630-9132,,"",wenatchee-wa,7ae5c465f1916e2c,https://haulcommand.com/claim/invite/7ae5c465f1916e2c,"",""
"Tacoma Area, Wa","",WA,US,503-857-2556,,"",tacoma-area-wa,bd7d0c30836be6e9,https://haulcommand.com/claim/invite/bd7d0c30836be6e9,"",""
"Wheeling, Wv","",WV,US,605-670-9654,,"",wheeling-wv,df1e6a732b6dff58,https://haulcommand.com/claim/invite/df1e6a732b6dff58,"",""
"Clarksburg, Wv","",WV,US,304-677-0685,,"",clarksburg-wv,f563d83cddaa1ec6,https://haulcommand.com/claim/invite/f563d83cddaa1ec6,"",""
"Huntington, Wv","Almost Heaven Pilot Cars",WV,US,304-521-2401,,"",huntington-wv,8f035cbd89b42ffe,https://haulcommand.com/claim/invite/8f035cbd89b42ffe,"",""
"Charleston, Wv","Guerilla Movement",WV,US,888-827-7293,,"",charleston-wv,656edb0419de3167,https://haulcommand.com/claim/invite/656edb0419de3167,"",""
"Adair, Il","",WI,US,309-252-0264,,"",adair-il,0476a83f91e48fdb,https://haulcommand.com/claim/invite/0476a83f91e48fdb,"",""
"Casper, Wy","",WY,US,435-790-7558,,"",casper-wy,855a275fc996ed51,https://haulcommand.com/claim/invite/855a275fc996ed51,"",""
"Gillette, Wy","",WY,US,307-680-4082,,"",gillette-wy,3f847d537d50ec9e,https://haulcommand.com/claim/invite/3f847d537d50ec9e,"",""
"Frontier Pilot Services, LLC","Cars  
     
 
 
     
     
     
     
     
     
     
     
 
 
 
     
         
               
             Cheyenne",WY,US,307-632-6409,,"",frontier-pilot-services-llc,9f3dcf794922a665,https://haulcommand.com/claim/invite/9f3dcf794922a665,"",""
"D/L Pilot Service","Permits, Hp, Steering, Rte Survey, Rte Build, Cdl,Witpac, Twic  
               
               
             Gillette",WY,US,307-680-4082,,"",dl-pilot-service,ffeff43c8f03bc46,https://haulcommand.com/claim/invite/ffeff43c8f03bc46,"",""
"Kitchener, On","",ON,CA,519-574-8914,,"",kitchener-on,9fdf5d322c3b0167,https://haulcommand.com/claim/invite/9fdf5d322c3b0167,"",""
